Gene Symbol	Description	Category	Gifts	GC Id	Relevance score	 GeneCards Link
LSS	Lanosterol Synthase	Protein Coding	52	GC21M046189	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSS
SMURF1	SMAD Specific E3 Ubiquitin Protein Ligase 1	Protein Coding	52	GC07M099027	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1
ADRA1B	Adrenoceptor Alpha 1B	Protein Coding	51	GC05P159916	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B
MAP3K2	Mitogen-Activated Protein Kinase Kinase Kinase 2	Protein Coding	51	GC02M127298	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K2
PBRM1	Polybromo 1	Protein Coding	51	GC03M052579	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBRM1
BMI1	BMI1 Proto-Oncogene, Polycomb Ring Finger	Protein Coding	50	GC10P022326	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMI1
SERPINB6	Serpin Family B Member 6	Protein Coding	50	GC06M002948	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB6
NCOA2	Nuclear Receptor Coactivator 2	Protein Coding	50	GC08M070125	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2
HTR1F	5-Hydroxytryptamine Receptor 1F	Protein Coding	49	GC03P087792	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1F
NRP2	Neuropilin 2	Protein Coding	49	GC02P205681	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP2
CPM	Carboxypeptidase M	Protein Coding	48	GC12M068842	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPM
ARTN	Artemin	Protein Coding	47	GC01P043933	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARTN
CAP1	Cyclase Associated Actin Cytoskeleton Regulatory Protein 1	Protein Coding	47	GC01P040041	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAP1
VTI1B	Vesicle Transport Through Interaction With T-SNAREs 1B	Protein Coding	47	GC14M067647	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1B
PABPC4	Poly(A) Binding Protein Cytoplasmic 4	Protein Coding	47	GC01M039560	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPC4
SLURP1	Secreted LY6/PLAUR Domain Containing 1	Protein Coding	47	GC08M142740	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLURP1
OLIG2	Oligodendrocyte Transcription Factor 2	Protein Coding	47	GC21P033025	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG2
GCNT1	Glucosaminyl (N-Acetyl) Transferase 1, Core 2	Protein Coding	46	GC09P076420	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT1
ST3GAL6	ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 6	Protein Coding	46	GC03P098732	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL6
KRT15	Keratin 15	Protein Coding	45	GC17M041513	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT15
FSTL3	Follistatin Like 3	Protein Coding	45	GC19P000676	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL3
COL16A1	Collagen Type XVI Alpha 1 Chain	Protein Coding	44	GC01M031653	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL16A1
TNIP2	TNFAIP3 Interacting Protein 2	Protein Coding	44	GC04M002741	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIP2
TRIM22	Tripartite Motif Containing 22	Protein Coding	44	GC11P005667	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM22
CD3EAP	CD3e Molecule Associated Protein	Protein Coding	41	GC19P045406	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3EAP
MIRLET7C	MicroRNA Let-7c	RNA Gene	21	GC21P016553	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7C
MIR101-1	MicroRNA 101-1	RNA Gene	18	GC01M065058	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR101-1
MIR708	MicroRNA 708	RNA Gene	18	GC11M079402	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR708
SLC6A2	Solute Carrier Family 6 Member 2	Protein Coding	55	GC16P055656	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A2
PI4KA	Phosphatidylinositol 4-Kinase Alpha	Protein Coding	55	GC22M020707	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KA
PAK4	P21 (RAC1) Activated Kinase 4	Protein Coding	55	GC19P039125	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK4
HADHB	Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Beta	Protein Coding	54	GC02P026243	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHB
STXBP1	Syntaxin Binding Protein 1	Protein Coding	54	GC09P127612	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP1
FHL1	Four And A Half LIM Domains 1	Protein Coding	53	GC0XP136146	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL1
ZBTB16	Zinc Finger And BTB Domain Containing 16	Protein Coding	53	GC11P114059	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16
BLVRA	Biliverdin Reductase A	Protein Coding	52	GC07P043798	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLVRA
PPT1	Palmitoyl-Protein Thioesterase 1	Protein Coding	52	GC01M040072	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPT1
PRKD3	Protein Kinase D3	Protein Coding	52	GC02M037251	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD3
CNTN1	Contactin 1	Protein Coding	52	GC12P040692	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN1
LAMA4	Laminin Subunit Alpha 4	Protein Coding	52	GC06M112107	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA4
MCM3	Minichromosome Maintenance Complex Component 3	Protein Coding	52	GC06M052236	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3
GARS	Glycyl-TRNA Synthetase	Protein Coding	52	GC07P030594	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS
DPYSL2	Dihydropyrimidinase Like 2	Protein Coding	52	GC08P026514	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYSL2
RPS6KA4	Ribosomal Protein S6 Kinase A4	Protein Coding	52	GC11P064360	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA4
LNPEP	Leucyl And Cystinyl Aminopeptidase	Protein Coding	52	GC05P096935	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPEP
DDOST	Dolichyl-Diphosphooligosaccharide--Protein Glycosyltransferase Non-Catalytic Subunit	Protein Coding	52	GC01M020651	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDOST
TSG101	Tumor Susceptibility 101	Protein Coding	52	GC11M018468	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSG101
STEAP3	STEAP3 Metalloreductase	Protein Coding	52	GC02P119222	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP3
SORD	Sorbitol Dehydrogenase	Protein Coding	52	GC15P045023	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORD
ETV6	ETS Variant 6	Protein Coding	51	GC12P011670	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV6
KCNJ3	Potassium Voltage-Gated Channel Subfamily J Member 3	Protein Coding	51	GC02P154698	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ3
MCM7	Minichromosome Maintenance Complex Component 7	Protein Coding	51	GC07M100092	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM7
CDC6	Cell Division Cycle 6	Protein Coding	51	GC17P040287	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC6
TRIM25	Tripartite Motif Containing 25	Protein Coding	51	GC17M056887	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM25
HAT1	Histone Acetyltransferase 1	Protein Coding	50	GC02P171922	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAT1
APBB1	Amyloid Beta Precursor Protein Binding Family B Member 1	Protein Coding	50	GC11M006414	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBB1
ITM2B	Integral Membrane Protein 2B	Protein Coding	50	GC13P048233	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2B
KIF1B	Kinesin Family Member 1B	Protein Coding	50	GC01P010270	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1B
DNAJB2	DnaJ Heat Shock Protein Family (Hsp40) Member B2	Protein Coding	50	GC02P219279	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB2
RXFP2	Relaxin Family Peptide Receptor 2	Protein Coding	50	GC13P031739	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXFP2
TUFM	Tu Translation Elongation Factor, Mitochondrial	Protein Coding	50	GC16M028853	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM
NPY2R	Neuropeptide Y Receptor Y2	Protein Coding	50	GC04P155173	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY2R
SLC1A4	Solute Carrier Family 1 Member 4	Protein Coding	50	GC02P064949	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A4
PHYH	Phytanoyl-CoA 2-Hydroxylase	Protein Coding	50	GC10M013277	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH
FAF1	Fas Associated Factor 1	Protein Coding	49	GC01M050439	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1
POMT2	Protein O-Mannosyltransferase 2	Protein Coding	49	GC14M077274	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT2
GRIK3	Glutamate Ionotropic Receptor Kainate Type Subunit 3	Protein Coding	49	GC01M036795	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK3
LAMC1	Laminin Subunit Gamma 1	Protein Coding	49	GC01P182992	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC1
LAMC3	Laminin Subunit Gamma 3	Protein Coding	49	GC09P131009	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC3
INSRR	Insulin Receptor Related Receptor	Protein Coding	49	GC01M156809	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSRR
FNTB	Farnesyltransferase, CAAX Box, Beta	Protein Coding	49	GC14P064986	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNTB
REST	RE1 Silencing Transcription Factor	Protein Coding	49	GC04P056907	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=REST
DGKB	Diacylglycerol Kinase Beta	Protein Coding	49	GC07M014145	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKB
SECISBP2	SECIS Binding Protein 2	Protein Coding	49	GC09P089318	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2
STX3	Syntaxin 3	Protein Coding	49	GC11P059713	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX3
TACSTD2	Tumor Associated Calcium Signal Transducer 2	Protein Coding	49	GC01M058575	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACSTD2
EIF4A1	Eukaryotic Translation Initiation Factor 4A1	Protein Coding	49	GC17P007572	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A1
CUL4B	Cullin 4B	Protein Coding	49	GC0XM120524	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4B
NUDT1	Nudix Hydrolase 1	Protein Coding	49	GC07P002242	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT1
ARHGEF7	Rho Guanine Nucleotide Exchange Factor 7	Protein Coding	48	GC13P111114	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF7
GJD2	Gap Junction Protein Delta 2	Protein Coding	48	GC15M034751	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJD2
RAMP2	Receptor Activity Modifying Protein 2	Protein Coding	48	GC17P042758	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP2
FNTA	Farnesyltransferase, CAAX Box, Alpha	Protein Coding	48	GC08P043030	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNTA
DCTN2	Dynactin Subunit 2	Protein Coding	48	GC12M057530	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN2
GCLM	Glutamate-Cysteine Ligase Modifier Subunit	Protein Coding	47	GC01M093885	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCLM
ASPSCR1	ASPSCR1, UBX Domain Containing Tether For SLC2A4	Protein Coding	47	GC17P081976	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPSCR1
CA3	Carbonic Anhydrase 3	Protein Coding	47	GC08P085373	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA3
FREM1	FRAS1 Related Extracellular Matrix 1	Protein Coding	47	GC09M014730	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM1
CARS	Cysteinyl-TRNA Synthetase	Protein Coding	47	GC11M003022	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS
CAPN6	Calpain 6	Protein Coding	47	GC0XM111245	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN6
CAPZA1	Capping Actin Protein Of Muscle Z-Line Subunit Alpha 1	Protein Coding	47	GC01P112619	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZA1
NEK7	NIMA Related Kinase 7	Protein Coding	47	GC01P198126	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK7
PDE1A	Phosphodiesterase 1A	Protein Coding	47	GC02M182140	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1A
PDCD5	Programmed Cell Death 5	Protein Coding	47	GC19P032581	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD5
TFB1M	Transcription Factor B1, Mitochondrial	Protein Coding	47	GC06M155247	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFB1M
SGK3	Serum/Glucocorticoid Regulated Kinase Family Member 3	Protein Coding	47	GC08P066712	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK3
SH3KBP1	SH3 Domain Containing Kinase Binding Protein 1	Protein Coding	47	GC0XM019552	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3KBP1
GGT5	Gamma-Glutamyltransferase 5	Protein Coding	46	GC22M024219	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT5
PKIA	CAMP-Dependent Protein Kinase Inhibitor Alpha	Protein Coding	46	GC08P078472	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKIA
MT3	Metallothionein 3	Protein Coding	46	GC16P056589	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3
MSI1	Musashi RNA Binding Protein 1	Protein Coding	46	GC12M120341	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSI1
SKAP2	Src Kinase Associated Phosphoprotein 2	Protein Coding	46	GC07M026706	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP2
NR2E3	Nuclear Receptor Subfamily 2 Group E Member 3	Protein Coding	46	GC15P071792	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2E3
COL8A1	Collagen Type VIII Alpha 1 Chain	Protein Coding	46	GC03P099638	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL8A1
LAT2	Linker For Activation Of T Cells Family Member 2	Protein Coding	46	GC07P074199	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAT2
SCN7A	Sodium Voltage-Gated Channel Alpha Subunit 7	Protein Coding	46	GC02M166403	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN7A
SH2D1B	SH2 Domain Containing 1B	Protein Coding	46	GC01M162395	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1B
PTPN18	Protein Tyrosine Phosphatase, Non-Receptor Type 18	Protein Coding	45	GC02P130356	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN18
AMBN	Ameloblastin	Protein Coding	45	GC04P070593	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBN
PLA2G2E	Phospholipase A2 Group IIE	Protein Coding	45	GC01M019920	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2E
AAGAB	Alpha And Gamma Adaptin Binding Protein	Protein Coding	45	GC15M067200	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAGAB
PSD	Pleckstrin And Sec7 Domain Containing	Protein Coding	45	GC10M102403	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD
PPP1R15A	Protein Phosphatase 1 Regulatory Subunit 15A	Protein Coding	45	GC19P048872	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R15A
MIA	MIA SH3 Domain Containing	Protein Coding	45	GC19P040771	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA
RAMP3	Receptor Activity Modifying Protein 3	Protein Coding	45	GC07P045163	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP3
MATN2	Matrilin 2	Protein Coding	45	GC08P097909	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATN2
RNF213	Ring Finger Protein 213	Protein Coding	45	GC17P080260	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF213
HNRNPR	Heterogeneous Nuclear Ribonucleoprotein R	Protein Coding	45	GC01M023303	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPR
RPH3A	Rabphilin 3A	Protein Coding	45	GC12P112570	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPH3A
RDH10	Retinol Dehydrogenase 10	Protein Coding	45	GC08P073294	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH10
MAFF	MAF BZIP Transcription Factor F	Protein Coding	45	GC22P038200	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFF
MYLIP	Myosin Regulatory Light Chain Interacting Protein	Protein Coding	45	GC06P016129	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLIP
MTCH2	Mitochondrial Carrier 2	Protein Coding	45	GC11M054923	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH2
TRAF7	TNF Receptor Associated Factor 7	Protein Coding	45	GC16P002245	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF7
TWIST2	Twist Family BHLH Transcription Factor 2	Protein Coding	45	GC02P238848	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST2
NPL	N-Acetylneuraminate Pyruvate Lyase	Protein Coding	45	GC01P182758	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPL
STC2	Stanniocalcin 2	Protein Coding	45	GC05M173314	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2
SYNPO	Synaptopodin	Protein Coding	45	GC05P150601	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO
STX6	Syntaxin 6	Protein Coding	45	GC01M180950	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX6
CREB3L1	CAMP Responsive Element Binding Protein 3 Like 1	Protein Coding	45	GC11P046299	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L1
SLC2A13	Solute Carrier Family 2 Member 13	Protein Coding	45	GC12M039755	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A13
SLC15A4	Solute Carrier Family 15 Member 4	Protein Coding	45	GC12M128793	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A4
HCST	Hematopoietic Cell Signal Transducer	Protein Coding	44	GC19P036753	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCST
B4GALT6	Beta-1,4-Galactosyltransferase 6	Protein Coding	44	GC18M031622	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT6
ARIH2	Ariadne RBR E3 Ubiquitin Protein Ligase 2	Protein Coding	44	GC03P048931	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARIH2
GZMH	Granzyme H	Protein Coding	44	GC14M024606	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMH
GNPDA2	Glucosamine-6-Phosphate Deaminase 2	Protein Coding	44	GC04M044684	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPDA2
GLRX2	Glutaredoxin 2	Protein Coding	44	GC01M193065	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX2
LAPTM5	Lysosomal Protein Transmembrane 5	Protein Coding	44	GC01M030700	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAPTM5
INSIG1	Insulin Induced Gene 1	Protein Coding	44	GC07P155297	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG1
HOXB5	Homeobox B5	Protein Coding	44	GC17M048591	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB5
BTN3A1	Butyrophilin Subfamily 3 Member A1	Protein Coding	44	GC06P026402	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN3A1
KCNIP3	Potassium Voltage-Gated Channel Interacting Protein 3	Protein Coding	44	GC02P095326	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP3
CFC1	Cripto, FRL-1, Cryptic Family 1	Protein Coding	44	GC02M130592	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFC1
CDC42EP3	CDC42 Effector Protein 3	Protein Coding	44	GC02M037610	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42EP3
MYOF	Myoferlin	Protein Coding	44	GC10M093306	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOF
DOK4	Docking Protein 4	Protein Coding	44	GC16M057505	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK4
DBP	D-Box Binding PAR BZIP Transcription Factor	Protein Coding	44	GC19M048630	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBP
SF3A1	Splicing Factor 3a Subunit 1	Protein Coding	44	GC22M030331	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A1
UBA6	Ubiquitin Like Modifier Activating Enzyme 6	Protein Coding	44	GC04M067612	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA6
WFDC2	WAP Four-Disulfide Core Domain 2	Protein Coding	44	GC20P045469	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFDC2
SYN2	Synapsin II	Protein Coding	44	GC03P012020	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYN2
OSBPL9	Oxysterol Binding Protein Like 9	Protein Coding	44	GC01P051577	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL9
SUB1	SUB1 Homolog, Transcriptional Regulator	Protein Coding	44	GC05P032533	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUB1
sep-04	Septin 4	Protein Coding	44	GC17M058521	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPT4
PATZ1	POZ/BTB And AT Hook Containing Zinc Finger 1	Protein Coding	44	GC22M031325	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PATZ1
SGMS1	Sphingomyelin Synthase 1	Protein Coding	44	GC10M050305	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS1
SIRPB1	Signal Regulatory Protein Beta 1	Protein Coding	44	GC20M001563	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRPB1
EML4	Echinoderm Microtubule Associated Protein Like 4	Protein Coding	44	GC02P042131	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EML4
BATF3	Basic Leucine Zipper ATF-Like Transcription Factor 3	Protein Coding	43	GC01M212686	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BATF3
ASIP	Agouti Signaling Protein	Protein Coding	43	GC20P034194	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIP
ACTN3	Actinin Alpha 3 (Gene/Pseudogene)	Protein Coding	43	GC11P066564	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN3
FOXP4	Forkhead Box P4	Protein Coding	43	GC06P041988	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP4
CCAR1	Cell Division Cycle And Apoptosis Regulator 1	Protein Coding	43	GC10P068721	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAR1
CEBPG	CCAAT Enhancer Binding Protein Gamma	Protein Coding	43	GC19P033373	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPG
SESN3	Sestrin 3	Protein Coding	43	GC11M095166	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN3
PARP8	Poly(ADP-Ribose) Polymerase Family Member 8	Protein Coding	43	GC05P050665	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP8
PAG1	Phosphoprotein Membrane Anchor With Glycosphingolipid Microdomains 1	Protein Coding	43	GC08M080967	0.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAG1
